test_name, test_tag, generator, container, capacity, duration, threads, throughput, thread_throughput, hit_rate, pull_threshold, purge_threshold
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.4477, 32, 1.76568e+06, 55177.5, 0.572443, 0.1, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.7206, 32, 845368, 26417.7, 0.595789, 0.4, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 61.8475, 32, 561866, 17558.3, 0.610914, 0.7, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 62.0238, 32, 435670, 13614.7, 0.617767, 0.9, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0375, 32, 1.77603e+06, 55500.8, 0.568903, 0.001, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.3316, 32, 1.69905e+06, 53095.3, 0.56851, 0.01, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.561, 32, 1.78508e+06, 55783.8, 0.572572, 0.1, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1004, 32, 1.35045e+06, 42201.5, 0.592372, 0.4, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.2841, 32, 1.16941e+06, 36544.1, 0.606175, 0.7, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.3903, 32, 995297, 31103, 0.613429, 0.9, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1534, 32, 1.87521e+06, 58600.2, 0.570473, 0.001, 0.1
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.124, 32, 1.8321e+06, 57253.1, 0.570212, 0.01, 0.1
